IATA,Airport name,Country,City
BAR,Qionghai Bo'ao Airport,China,Qionghai (Basuo)
BAS,Ballalae Airport,Solomon Islands,Ballalae
BAT,Chafei Amsei Airport,Brazil,Barretos
BAU,Bauru Airport,Brazil,Bauru
BAV,Baotou Donghe Airport,China,Baotou
BAX,Barnaul Airport,Russia,Barnaul
BAY,Maramureș International Airport,Romania,Tăuții-Măgherăuș
BAZ,Barcelos Airport,Brazil,Barcelos
BBA,Balmaceda Airport,Chile,Balmaceda
BBB,Benson Municipal Airport,United States of America,Benson
BBC,Bay City Regional Airport,United States of America,Bay City
BBD,Curtis Field,United States of America,Brady
BBG,Butaritari Airport,Kiribati,Butaritari
BBH,Stralsund-Barth Airport,Germany,Barth
BBI,Biju Patnaik International Airport,India,Bhubaneswar
BBJ,Bitburg Airport,Germany,Bitburg
BBK,Kasane Airport,Botswana,Kasane
BBL,Ballera Airport,Australia,
BBM,Battambang Airport,Cambodia,Battambang
BBN,Bario Airport,Malaysia,Bario
BBO,Berbera Airport,Somalia,Berbera
BBP,Bembridge Airport,United Kingdom,"Bembridge, Isle of Wight"
BBQ,Codrington Airport,Antigua and Barbuda,Codrington
BBR,Basse-Terre Baillif Airport,Guadeloupe,Basse-Terre
BBS,Blackbushe Airport,United Kingdom,"Camberley, Surrey"
BBT,Berbérati Airport,Central African Republic,Berbérati
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Romania,Bucharest
BBV,Nero-Mer Airport,Ivory Coast,Grand-Béréby
BBW,Broken Bow Municipal Airport,United States of America,Broken Bow
BBX,Wings Field,United States of America,Philadelphia
BBY,Bambari Airport,Central African Republic,Bambari
BBZ,Zambezi Airport,Zambia,Zambezi
BCA,Gustavo Rizo Airport,Cuba,Baracoa
BCB,Virginia Tech Montgomery Executive Airport,United States of America,Blacksburg
BCC,Bear Creek 3 Airport,United States of America,Bear Creek
BCD,Bacolod-Silay Airport,Philippines,Bacolod City
BCE,Bryce Canyon Airport,United States of America,Bryce Canyon
BCF,Bouca Airport,Central African Republic,Bouca
BCG,Bemichi Airport,Guyana,Kumaka
BCH,Cakung Airport,East Timor,Baucau
BCI,Barcaldine Airport,Australia,Barcaldine
BCK,Bolwarra Airport,Australia,
BCL,Barra del Colorado Airport,Costa Rica,Pococi
BCM,Bacău George Enescu International Airport,Romania,Bacău
BCN,Josep Tarradellas Barcelona-El Prat Airport,Spain,Barcelona
BCO,Baco Airport,Ethiopia,Baco
BCP,Bambu Airport,Papua New Guinea,Bambu
BCQ,Brak Airport,Libya,Brak
BCR,Novo Campo Airport,Brazil,Boca do Acre
BCS,Southern Seaplane Airport,United States of America,Belle Chasse
BCT,Boca Raton Airport,United States of America,Boca Raton
BCU,Sir Abubakar Tafawa Balewa International Airport,Nigeria,Bauchi
BCV,Hector Silva Airstrip,Belize,Belmopan
BCW,Benguera Island Airport,Mozambique,Benguera Island
BCX,Beloretsk Airport,Russia,Beloretsk
BCZ,Milyakburra Airport,Australia,Bickerton Island
BDA,L.F. Wade International Airport,Bermuda,Hamilton
BDB,Bundaberg Airport,Australia,Bundaberg
BDC,Barra do Corda Airport,Brazil,Barra do Corda
BDD,Badu Island Airport,Australia,Badu Island
BDE,Baudette International Airport,United States of America,Baudette
BDF,Rinkenberger Restricted Landing Area,United States of America,Bradford
BDG,Blanding Municipal Airport,United States of America,Blanding
BDH,Bandar Lengeh International Airport,Iran,Bandar Lengeh
BDI,Bird Island Airport,Seychelles,Bird Island
BDJ,Syamsudin Noor International Airport,Indonesia,Landasan Ulin
BDK,Soko Airport,Ivory Coast,Bondoukou
BDL,Bradley International Airport,United States of America,Hartford
BDM,Bandırma Airport,Turkey,Bandırma
BDN,Talhar Airport,Pakistan,Badin
BDO,Husein Sastranegara International Airport,Indonesia,Bandung
BDP,Bhadrapur Airport,Nepal,Bhadrapur
BDQ,Vadodara Airport,India,Vadodara
BDR,Igor I Sikorsky Memorial Airport,United States of America,Bridgeport
BDS,Brindisi Airport,Italy,Brindisi
BDT,Gbadolite Airport,Democratic Republic of the Congo,Gbadolite
BDU,Bardufoss Airport,Norway,Målselv
BDV,Moba Airport,Democratic Republic of the Congo,Moba
BDW,Bedford Downs Airport,Australia,
BDX,Broadus Airport,United States of America,Broadus
BDY,Bandon State Airport,United States of America,Bandon
BDZ,Baindoung Airport,Papua New Guinea,
BEB,Benbecula Airport,United Kingdom,Balivanich
BEC,Beech Factory Airport,United States of America,Wichita
BED,Laurence G Hanscom Field,United States of America,Bedford
BEE,Beagle Bay Airport,Australia,Dampier Peninsula
BEF,Bluefields Airport,Nicaragua,Bluefields
BEG,Belgrade Nikola Tesla Airport,Serbia,Belgrade
BEH,Southwest Michigan Regional Airport,United States of America,Benton Harbor
BEI,Beica Airport,Ethiopia,Beica
BEJ,Kalimarau Airport,Indonesia,Tanjung Redeb - Borneo Island
BEK,Bareilly Air Force Station,India,Bareilly
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Brazil,Belém
BEM,Beni Mellal Airport,Morocco,Oulad Yaich
BEN,Benina International Airport,Libya,Benina
BEP,Bellary Airport,India,Bellary
BEQ,RAF Honington,United Kingdom,"Bury Saint Edmunds, Suffolk"
BER,Berlin Brandenburg Airport,Germany,Berlin
BES,Brest Bretagne airport,France,Brest
BET,Bethel Airport,United States of America,Bethel
BEU,Bedourie Airport,Australia,Bedourie
BEV,Beersheba (Teyman) Airport,Israel,Beersheba
BEW,Beira Airport,Mozambique,Beira
BEX,RAF Benson,United Kingdom,"Wallingford, Oxfordshire"
BEY,Beirut Rafic Hariri International Airport,Lebanon,Beirut
BEZ,Beru Airport,Kiribati,Beru
BFA,Aeródromo de Bahía Negra,Paraguay,Bahía Negra
BFC,Bloomfield River Airport,Australia,
BFD,Bradford Regional Airport,United States of America,Bradford
BFE,Bielefeld Airport,Germany,Bielefeld
BFF,Western Neb. Rgnl/William B. Heilig Airport,United States of America,Scottsbluff
BFG,Bullfrog Basin Airport,United States of America,Bullfrog
BFH,Bacacheri Airport,Brazil,Curitiba
BFI,Boeing Field King County International Airport,United States of America,Seattle
BFJ,Bijie Feixiong Airport,China,Bijie
BFK,Buckley Space Force Base,United States of America,Aurora
BFL,Meadows Field,United States of America,Bakersfield
BFM,Mobile Downtown Airport,United States of America,Mobile
BFN,Bram Fischer International Airport,South Africa,Bloemfontain
BFO,Buffalo Range Airport,Zimbabwe,Chiredzi
BFP,Beaver County Airport,United States of America,Beaver Falls
BFQ,Bahia Piña Airport,Panama,Puerto Piña
BFR,Virgil I Grissom Municipal Airport,United States of America,Bedford
BFS,Belfast International Airport,United Kingdom,Belfast
BFT,Beaufort Executive Airport,United States of America,Beaufort
BFU,Bengbu Tenghu Airport,China,Bengbu
BFV,Buri Ram Airport,Thailand,Buriram
BFW,Sidi Bel Abbes Airport,Algeria,Sidi Bel Abbès
BFX,Bafoussam Airport,Cameroon,Bafoussam
BFY,Bengbu Tenghu Airport (U.C.),China,Bengbu
BGA,Palonegro Airport,Colombia,Bucaramanga
BGB,Booue Airport,Gabon,Booue
BGC,Bragança Airport,Portugal,Bragança
BGD,Hutchinson County Airport,United States of America,Borger
BGE,Decatur County Industrial Air Park,United States of America,Bainbridge
BGF,Bangui M'Poko International Airport,Central African Republic,Bangui
BGG,Bingöl Airport,Turkey,Bingöl
BGH,Abbaye Airport,Mauritania,Boghe
BGI,Grantley Adams International Airport,Barbados,Bridgetown
BGJ,Borgarfjörður eystri Airport,Iceland,Borgarfjörður eystri
BGK,Big Creek Airport,Belize,Big Creek
BGL,Baglung Airport,Nepal,Baglung
BGM,Greater Binghamton/Edwin A Link field,United States of America,Binghamton
BGN,Belaya Gora Airport,Russia,Belaya Gora
BGO,"Bergen Airport, Flesland",Norway,Bergen
BGQ,Big Lake Airport,United States of America,Big Lake
BGR,Bangor International Airport,United States of America,Bangor
BGT,Bagdad Airport,United States of America,Bagdad
BGU,Bangassou Airport,Central African Republic,Bangassou
BGV,Aeroclube de Bento Gonçalves Airport,Brazil,Bento Gonçalves
BGW,Baghdad International Airport / New Al Muthana Air Base,Iraq,Baghdad
BGX,Comandante Gustavo Kraemer Airport,Brazil,Bagé
BGY,Milan Bergamo Airport / Antonio Locatelli Air Base,Italy,Orio al Serio (BG)
BGZ,Braga Municipal Aerodrome,Portugal,Braga
BHA,Los Perales Airport,Ecuador,Bahía de Caraquez
BHB,Hancock County-Bar Harbor Airport,United States of America,Bar Harbor
BHC,Bhurban Heliport,Pakistan,Bhurban
BHD,George Best Belfast City Airport,United Kingdom,Belfast
BHE,Woodbourne Airport,New Zealand,Blenheim
BHG,Brus Laguna Airport,Honduras,Brus Laguna
BHH,Bisha Airport,Saudi Arabia,Bisha
BHI,Comandante Espora Airport,Argentina,Bahía Blanca
BHJ,Bhuj Airport,India,Bhuj
BHK,Bukhara International Airport,Uzbekistan,Bukhara
BHL,Bahía de los Ángeles Airport,Mexico,Ensenada
BHM,Birmingham-Shuttlesworth International Airport,United States of America,Birmingham
BHN,Beihan Airport,Yemen,Beihan
BHO,Raja Bhoj International Airport,India,Bhopal
BHP,Bhojpur Airport,Nepal,Bhojpur
BHQ,Broken Hill Airport,Australia,Broken Hill
BHR,Bharatpur Airport,Nepal,Bharatpur
BHS,Bathurst Airport,Australia,Bathurst
BHT,Brighton Downs Airport,Australia,Brighton Downs
BHU,Bhavnagar Airport,India,Bhavnagar
BHV,Bahawalpur Airport,Pakistan,Bahawalpur
BHW,Bhagatanwala Airport,Pakistan,Bhagatanwala
BHX,Birmingham Airport,United Kingdom,"Birmingham, West Midlands"
BHY,Beihai Fucheng Airport,China,Beihai (Yinhai)
BIA,Bastia Poretta airport,France,Bastia
BIB,Baidoa Airport,Somalia,Baidoa
BIC,Aérodrome de Belle Île,France,Bangor
BID,Block Island State Airport,United States of America,Block Island
BIE,Beatrice Municipal Airport,United States of America,Beatrice
BIF,Biggs Army Air Field (Fort Bliss),United States of America,Fort Bliss/El Paso
BIG,Allen Army Airfield,United States of America,Delta Junction Ft Greely
BIH,Eastern Sierra Regional Airport,United States of America,Bishop
BII,Enyu Airfield,Marshall Islands,Bikini Atoll
BIK,Frans Kaisiepo Airport,Indonesia,Biak
BIL,Billings Logan International Airport,United States of America,Billings
BIM,South Bimini Airport,Bahamas,South Bimini
BIN,Bamyan Airport,Afghanistan,Bamyan
BIO,Bilbao Airport,Spain,Bilbao
BIP,Bulimba Airport,Australia,
BIQ,Biarritz Pays Basque airport,France,Biarritz
BIR,Biratnagar Airport,Nepal,Biratnagar
BIS,Bismarck Municipal Airport,United States of America,Bismarck
BIT,Baitadi Airport,Nepal,Baitadi
BIU,Bildudalur Airport,Iceland,Bildudalur
BIV,Bria Airport,Central African Republic,Bria
BIW,Billiluna Airport,Australia,
BIX,Keesler Air Force Base,United States of America,Biloxi
BIY,Bisho Airport,South Africa,Bisho
BJA,Soummam–Abane Ramdane Airport,Algeria,Béjaïa
BJB,Bojnord Airport,Iran,Bojnord
BJC,Rocky Mountain Metropolitan Airport,United States of America,Denver
BJD,Bakkafjörður Airport,Iceland,Bakkafjörður
BJE,Baleela Airport,Sudan,Baleela Base Camp
BJF,Båtsfjord Airport,Norway,Båtsfjord
BJH,Bajhang Airport,Nepal,Bajhang
BJI,Bemidji Regional Airport,United States of America,Bemidji
BJJ,Wayne County Airport,United States of America,Wooster
BJK,Benjina Airport,Indonesia,Maikoor Island
BJL,Banjul International Airport,Gambia,Yundum
BJM,Bujumbura Melchior Ndadaye International Airport,Burundi,Bujumbura
BJO,Bermejo Airport,Bolivia,Bermejo
BJP,Estadual Arthur Siqueira Airport,Brazil,Bragança Paulista
BJQ,Bahja Airport,Oman,Bahja
BJR,Bahir Dar Airport,Ethiopia,Bahir Dar
BJU,Bajura Airport,Nepal,Bajura
BJV,Milas Bodrum International Airport,Turkey,Bodrum
BJW,Bajawa Soa (Turelelo) Airport,Indonesia,"Soa, Ngada"
BJX,Del Bajío International Airport,Mexico,Silao
BJZ,Badajoz Airport,Spain,Badajoz
BKA,Baykit Airport,Russia,Baykit
BKB,Nal Airport,India,Bikaner
BKC,Buckland Airport,United States of America,Buckland
BKD,Stephens County Airport,United States of America,Breckenridge
BKE,Baker City Municipal Airport,United States of America,Baker City
BKG,Branson Airport,United States of America,Branson
BKH,Barking Sands Airport,United States of America,Kekaha
BKI,Kota Kinabalu International Airport,Malaysia,Kota Kinabalu
BKJ,Boké Baralande Airport,Guinea,Boké
BKK,Suvarnabhumi Airport,Thailand,Bangkok
BKL,Burke Lakefront Airport,United States of America,Cleveland
BKM,Bakalalan Airport,Malaysia,Bakalalan
BKN,Balkanabat Airport,Turkmenistan,Balkanabat
BKO,Modibo Keita International Airport,Mali,Bamako
BKP,Barkly Downs Airport,Australia,
BKQ,Blackall Airport,Australia,Blackall
BKR,Bokoro Airport,Chad,Bokoro
BKS,Fatmawati Soekarno Airport,Indonesia,Bengkulu
BKT,Allen C Perkinson Blackstone Army Air Field,United States of America,Blackstone
BKU,Betioky Airport,Madagascar,Betioky
BKW,Raleigh County Memorial Airport,United States of America,Beaver
BKX,Brookings Regional Airport,United States of America,Brookings
BKY,Bukavu Kavumu Airport,Democratic Republic of the Congo,Kamakombe
BKZ,Bukoba Airport,Tanzania,Bukoba
BLA,General José Antonio Anzoategui International Airport,Venezuela,Barcelona
BLB,Panamá Pacífico International Airport,Panama,Panamá City
BLC,Bali Airport,Cameroon,Bali
BLD,Boulder City Municipal Airport,United States of America,Boulder City
BLE,Dala Airport,Sweden,Borlange
BLF,Mercer County Airport,United States of America,Bluefield
BLG,Belaga Airport,Malaysia,Belaga
BLH,Blythe Airport,United States of America,Blythe
BLI,Bellingham International Airport,United States of America,Bellingham
BLJ,Batna Mostefa Ben Boulaid Airport,Algeria,Batna
BLK,Blackpool Airport,United Kingdom,Blackpool
BLL,Billund Airport,Denmark,Billund
BLM,Monmouth Executive Airport,United States of America,Belmar/Farmingdale
BLN,Benalla Airport,Australia,Benalla
BLO,Blönduós Airport,Iceland,Blönduós
BLP,Huallaga Airport,Peru,Bellavista
BLQ,Bologna Guglielmo Marconi Airport,Italy,Bologna
BLR,Kempegowda International Airport,India,Bangalore
BLS,Bollon Airport,Australia,
BLT,Blackwater Airport,Australia,
BLU,Blue Canyon Nyack Airport,United States of America,Emigrant Gap
BLV,Scott AFB/Midamerica Airport,United States of America,Belleville
BLW,Beledweyne Airport,Somalia,Beledweyne
BLX,Belluno Arturo dell'Oro Airport,Italy,Belluno (BL)
BLY,Belmullet Aerodrome,Ireland,Belmullet
BLZ,Chileka International Airport,Malawi,Blantyre
BMA,Stockholm-Bromma Airport,Sweden,Stockholm
BMB,Bumba Airport,Democratic Republic of the Congo,Bumba
BMC,Brigham City Regional Airport,United States of America,Brigham City
BMD,Belo sur Tsiribihina Airport,Madagascar,Belo sur Tsiribihina
BME,Broome International Airport,Australia,Broome
BMF,Bakouma Airport,Central African Republic,Bakouma
BMG,Monroe County Airport,United States of America,Bloomington
BMH,Bomai Airport,Papua New Guinea,Bomai
BMI,Central Illinois Regional Airport at Bloomington-Normal,United States of America,Bloomington/Normal
BMJ,Baramita Airport,Guyana,Baramita
BMK,Borkum Airport,Germany,Borkum
BML,Berlin Regional Airport,United States of America,Berlin
BMM,Bitam Airport,Gabon,Bitam
BMN,Bamarni Airport,Iraq,Bamarni
BMO,Banmaw Airport,Myanmar,Banmaw
BMP,Brampton Island Airport,Australia,
BMQ,Bamburi Airport,Kenya,Bamburi
BMR,Baltrum Airport,Germany,Baltrum
BMS,Sócrates Mariani Bittencourt Airport,Brazil,Brumado
BMT,Beaumont Municipal Airport,United States of America,Beaumont
BMU,Sultan Muhammad Salahuddin Airport,Indonesia,"Palibelo, Bima"
BMV,Buon Ma Thuot Airport,Vietnam,Buon Ma Thuot
BMW,Bordj Badji Mokhtar Airport,Algeria,Bordj Badji Mokhtar
BMX,Big Mountain Airport,United States of America,Big Mountain
BMY,Île Art - Waala Airport,New Caledonia,Waala
BMZ,Bamu Airport,Papua New Guinea,Bamu
BNA,Nashville International Airport,United States of America,Nashville
BNB,Boende Airport,Democratic Republic of the Congo,Boende
BNC,Beni Airport,Democratic Republic of the Congo,Beni
BND,Bandar Abbas International Airport,Iran,Bandar Abbas
BNE,Brisbane International Airport,Australia,Brisbane
BNG,Banning Municipal Airport,United States of America,Banning
BNI,Benin Airport,Nigeria,Benin
BNK,Ballina Byron Gateway Airport,Australia,Ballina
BNL,Barnwell Regional Airport,United States of America,Barnwell
BNM,Bodinumu Airport,Papua New Guinea,Bodinumu
BNN,"Brønnøysund Airport, Brønnøy",Norway,Brønnøy
BNO,Burns Municipal Airport,United States of America,Burns
BNP,Bannu Airport,Pakistan,Bannu
BNR,Banfora Airport,Burkina Faso,Banfora
BNS,Barinas Airport,Venezuela,Barinas
BNT,Bundi Airport,Papua New Guinea,Bundi
BNU,Blumenau Airport,Brazil,Blumenau
BNW,Boone Municipal Airport,United States of America,Boone
BNX,Banja Luka International Airport,Bosnia and Herzegovina,Mahovljani
BNY,Bellona/Anua Airport,Solomon Islands,Anua
BOA,Boma Airport,Democratic Republic of the Congo,Boma
BOB,Bora Bora Airport,French Polynesia,Motu Mute
BOC,Bocas del Toro International Airport,Panama,Isla Colón
BOD,Bordeaux–Mérignac Airport,France,Bordeaux
BOE,Boundji Airport,Republic of the Congo,Boundji
BOG,El Dorado International Airport,Colombia,Bogota
BOH,Bournemouth Airport,United Kingdom,Bournemouth
BOI,Boise Air Terminal/Gowen Field,United States of America,Boise
BOJ,Burgas Airport,Bulgaria,Burgas
BOK,Brookings Airport,United States of America,Brookings
BOM,Chhatrapati Shivaji International Airport,India,Mumbai
BON,Flamingo International Airport,Caribbean Netherlands,Kralendijk
BOO,Bodø Airport,Norway,Bodø
BOP,Bouar Airport,Central African Republic,Bouar
BOR,Bokeo International Airport,Laos,Ton Phueng
BOS,Logan International Airport,United States of America,Boston
BOT,Bosset Airport,Papua New Guinea,Bosset
BOU,Bourges airport,France,Bourges
BOV,Boang Airport,Papua New Guinea,Boang Island
BOW,Bartow Executive Airport,United States of America,Bartow
BOX,Borroloola Airport,Australia,
BOY,Bobo Dioulasso Airport,Burkina Faso,Bobo Dioulasso
BOZ,Bozoum Airport,Central African Republic,Bozoum
BPC,Bamenda Airport,Cameroon,Bamenda
BPD,Bapi Airstrip,Papua New Guinea,Bapi
BPE,Qinhuangdao Beidaihe Airport,China,Qinhuangdao (Changli)
BPF,Batuna Aerodrome,Solomon Islands,Batuna Mission Station
BPG,Barra do Garças Airport,Brazil,Barra do Garças
BPH,Bislig Airport,Philippines,Bislig
BPI,Miley Memorial Field,United States of America,Big Piney
BPK,Biangabip Airport,Papua New Guinea,Biangabip
BPL,Bole Alashankou Airport,China,Bole
BPM,Begumpet Airport,India,Hyderabad
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Indonesia,Balikpapan
BPS,Porto Seguro Airport,Brazil,Porto Seguro
